date_time	sensorID	variable	value
2020-09-23T17:25:00Z	station_03/multisens_03	Relative Humidity	45.37
2020-09-23T17:28:00Z	station_03/multisens_03	Temperature	37.02
2020-09-23T18:21:00Z	station_03/par_03	PAR	6
2020-09-23T19:16:00Z	station_03/multisens_03	Relative Humidity	32.96
2020-09-23T19:20:00Z	station_03/par_03	PAR	0
2020-09-23T20:17:00Z	station_03/multisens_03	Relative Humidity	39.81
2020-09-23T20:29:00Z	station_03/multisens_03	Temperature	32.5
2020-09-23T21:17:00Z	station_03/par_03	PAR	0
2020-09-23T21:57:00Z	station_03/multisens_03	Temperature	33.07
2020-09-23T21:57:00Z	station_03/multisens_03	Relative Humidity	35.43
2020-09-23T23:20:00Z	station_03/par_03	PAR	0
2020-09-23T23:31:00Z	station_03/multisens_03	Temperature	28.29
2020-09-23T23:31:00Z	station_03/multisens_03	Relative Humidity	48.19
2020-09-24T01:17:00Z	station_03/par_03	PAR	0
2020-09-24T01:33:00Z	station_03/multisens_03	Temperature	30.03
2020-09-24T01:46:00Z	station_03/multisens_03	Relative Humidity	41.6
2020-09-24T03:58:00Z	station_03/multisens_03	Temperature	26.63
2020-09-24T03:58:00Z	station_03/multisens_03	Relative Humidity	49.21
2020-09-24T05:17:00Z	station_03/par_03	PAR	0
2020-09-24T06:52:00Z	station_03/multisens_03	Temperature	25.14
2020-09-24T06:52:00Z	station_03/multisens_03	Relative Humidity	52.35
2020-09-24T07:09:00Z	station_03/par_03	PAR	16
2020-09-24T08:03:00Z	station_03/multisens_03	Temperature	32.41
2020-09-24T08:03:00Z	station_03/multisens_03	Relative Humidity	38.47
2020-09-24T09:02:00Z	station_03/par_03	PAR	544
2020-09-24T09:58:00Z	station_03/multisens_03	Temperature	38.91
2020-09-24T10:30:00Z	station_03/multisens_03	Relative Humidity	24.79
2020-09-24T10:42:00Z	station_03/par_03	PAR	760
2020-09-24T11:22:00Z	station_03/par_03	PAR	299
2020-09-24T12:26:00Z	station_03/multisens_03	Temperature	41.4
2020-09-24T12:31:00Z	station_03/multisens_03	Relative Humidity	21.01
2020-09-24T13:12:00Z	station_03/multisens_03	Temperature	36.29
2020-09-24T13:12:00Z	station_03/multisens_03	Relative Humidity	33.76
2020-09-24T14:07:00Z	station_03/par_03	PAR	499
2020-09-24T14:34:00Z	station_03/multisens_03	Temperature	41.21
2020-09-24T14:34:00Z	station_03/multisens_03	Relative Humidity	24.41
2020-09-24T15:09:00Z	station_03/par_03	PAR	116
2020-09-24T16:41:00Z	station_03/multisens_03	Temperature	35.19
2020-09-24T16:41:00Z	station_03/multisens_03	Relative Humidity	38.31
2020-09-24T17:00:00Z	station_03/par_03	PAR	119
2020-09-24T18:45:00Z	station_03/par_03	PAR	0
2020-09-24T19:10:00Z	station_03/multisens_03	Temperature	36.37
2020-09-24T19:10:00Z	station_03/multisens_03	Relative Humidity	37.57
2020-09-24T20:58:00Z	station_03/par_03	PAR	0
2020-09-24T21:35:00Z	station_03/multisens_03	Relative Humidity	50.65
2020-09-24T21:37:00Z	station_03/multisens_03	Temperature	8.73
2020-09-24T23:16:00Z	station_03/par_03	PAR	0
2020-09-24T23:20:00Z	station_03/multisens_03	Temperature	31.88
2020-09-24T23:25:00Z	station_03/multisens_03	Relative Humidity	43.49
2020-09-25T01:27:00Z	station_03/par_03	PAR	0
2020-09-25T02:53:00Z	station_03/multisens_03	Relative Humidity	43.92
2020-09-25T03:13:00Z	station_03/multisens_03	Temperature	26.45
2020-09-25T05:10:00Z	station_03/multisens_03	Temperature	24.59
2020-09-25T05:10:00Z	station_03/multisens_03	Relative Humidity	56.58
2020-09-25T05:42:00Z	station_03/par_03	PAR	0
2020-09-25T07:33:00Z	station_03/par_03	PAR	45
2020-09-25T07:34:00Z	station_03/multisens_03	Temperature	27.12
2020-09-25T07:34:00Z	station_03/multisens_03	Relative Humidity	55.53
2020-09-25T09:27:00Z	station_03/multisens_03	Temperature	35.81
2020-09-25T09:31:00Z	station_03/multisens_03	Relative Humidity	32.05
2020-09-25T09:50:00Z	station_03/par_03	PAR	667
2020-09-25T10:16:00Z	station_03/par_03	PAR	132
2020-09-25T10:34:00Z	station_03/multisens_03	Temperature	32.7
2020-09-25T10:53:00Z	station_03/multisens_03	Relative Humidity	45.54
2020-09-25T12:03:00Z	station_03/multisens_03	Relative Humidity	32.63
2020-09-25T12:43:00Z	station_03/multisens_03	Temperature	32.72
2020-09-25T13:47:00Z	station_03/par_03	PAR	557
2020-09-25T14:00:00Z	station_03/multisens_03	Relative Humidity	44.96
2020-09-25T14:00:00Z	station_03/par_03	PAR	93
2020-09-25T15:03:00Z	station_03/multisens_03	Temperature	39.43
2020-09-25T15:25:00Z	station_03/par_03	PAR	360
2020-09-25T15:40:00Z	station_03/multisens_03	Temperature	31.82
2020-09-25T15:40:00Z	station_03/multisens_03	Relative Humidity	91.8
2020-09-25T17:06:00Z	station_03/multisens_03	Relative Humidity	34.57
2020-09-25T17:12:00Z	station_03/par_03	PAR	41
2020-09-25T17:34:00Z	station_03/multisens_03	Temperature	36.25
2020-09-25T18:58:00Z	station_03/par_03	PAR	0
2020-09-25T19:01:00Z	station_03/multisens_03	Temperature	32.09
2020-09-25T20:44:00Z	station_03/multisens_03	Relative Humidity	38.56
2020-09-25T20:48:00Z	station_03/par_03	PAR	0
2020-09-25T21:07:00Z	station_03/multisens_03	Temperature	33.9
2020-09-25T21:45:00Z	station_03/multisens_03	Relative Humidity	57.71
2020-09-28T22:06:00Z	station_03/par_03	PAR	0
2020-09-28T22:43:00Z	station_03/multisens_03	Relative Humidity	47.1
2020-09-28T23:04:00Z	station_03/multisens_03	Temperature	24.54
2020-09-28T23:39:00Z	station_03/par_03	PAR	0
2020-09-29T00:05:00Z	station_03/multisens_03	Temperature	22.39
2020-09-29T00:05:00Z	station_03/multisens_03	Relative Humidity	50.04
2020-09-29T00:57:00Z	station_03/par_03	PAR	0
2020-09-29T00:59:00Z	station_03/multisens_03	Temperature	24.08
2020-09-29T01:01:00Z	station_03/multisens_03	Relative Humidity	45.67
2020-09-29T02:14:00Z	station_03/par_03	PAR	0
2020-09-29T03:05:00Z	station_03/multisens_03	Temperature	22.32
2020-09-29T03:05:00Z	station_03/multisens_03	Relative Humidity	50.06
2020-09-29T03:31:00Z	station_03/par_03	PAR	0
2020-09-29T04:00:00Z	station_03/multisens_03	Temperature	23.22
2020-09-29T04:48:00Z	station_03/multisens_03	Relative Humidity	52.34
2020-09-29T05:45:00Z	station_03/multisens_03	Relative Humidity	48.59
2020-09-29T06:11:00Z	station_03/multisens_03	Temperature	21.14
2020-09-29T06:14:00Z	station_03/par_03	PAR	0
2020-09-29T07:31:00Z	station_03/multisens_03	Temperature	22.17
2020-09-29T07:31:00Z	station_03/multisens_03	Relative Humidity	52.39
2020-09-29T07:31:00Z	station_03/par_03	PAR	32
2020-09-29T08:16:00Z	station_03/multisens_03	Temperature	28.33
2020-09-29T08:16:00Z	station_03/multisens_03	Relative Humidity	39.07
2020-09-29T08:19:00Z	station_03/par_03	PAR	380
2020-09-29T09:19:00Z	station_03/multisens_03	Temperature	25.82
2020-09-29T09:19:00Z	station_03/multisens_03	Relative Humidity	46.13
2020-09-29T09:20:00Z	station_03/par_03	PAR	99
2020-09-29T10:59:00Z	station_03/par_03	PAR	425
2020-09-29T11:01:00Z	station_03/multisens_03	Relative Humidity	32.2
2020-09-29T11:23:00Z	station_03/multisens_03	Temperature	29.31
2020-09-29T12:28:00Z	station_03/multisens_03	Temperature	36.4
2020-09-29T13:30:00Z	station_03/multisens_03	Relative Humidity	23.27
2020-09-29T13:34:00Z	station_03/par_03	PAR	657
2020-09-29T13:55:00Z	station_03/par_03	PAR	122
2020-09-29T15:22:00Z	station_03/multisens_03	Temperature	34.4
2020-09-29T15:26:00Z	station_03/multisens_03	Relative Humidity	26.38
2020-09-29T15:33:00Z	station_03/par_03	PAR	409
2020-09-29T16:08:00Z	station_03/multisens_03	Temperature	40.55
2020-09-29T16:08:00Z	station_03/multisens_03	Relative Humidity	18.95
2020-09-29T17:05:00Z	station_03/multisens_03	Relative Humidity	25.06
2020-09-29T17:05:00Z	station_03/par_03	PAR	80
2020-09-29T17:43:00Z	station_03/multisens_03	Temperature	33.46
2020-09-29T18:42:00Z	station_03/par_03	PAR	0
2020-09-29T18:45:00Z	station_03/multisens_03	Relative Humidity	28.82
2020-09-29T19:27:00Z	station_03/multisens_03	Temperature	29.33
2020-09-29T20:18:00Z	station_03/par_03	PAR	0
2020-09-29T20:26:00Z	station_03/multisens_03	Temperature	29.03
2020-09-29T20:43:00Z	station_03/multisens_03	Relative Humidity	38.67
2020-09-29T21:46:00Z	station_03/par_03	PAR	0
2020-09-29T22:45:00Z	station_03/multisens_03	Temperature	25.27
2020-09-29T22:45:00Z	station_03/multisens_03	Relative Humidity	46.16
2020-09-29T23:18:00Z	station_03/par_03	PAR	0
2020-09-30T00:12:00Z	station_03/multisens_03	Temperature	23.78
2020-09-30T00:46:00Z	station_03/multisens_03	Relative Humidity	47.93
2020-09-30T01:14:00Z	station_03/multisens_03	Temperature	23.77
2020-09-30T01:14:00Z	station_03/multisens_03	Relative Humidity	46.12
2020-09-30T02:11:00Z	station_03/par_03	PAR	0
2020-09-30T07:55:00Z	station_03/multisens_03	Temperature	24.46
2020-09-30T07:55:00Z	station_03/multisens_03	Relative Humidity	46.15
2020-09-30T07:55:00Z	station_03/par_03	PAR	186
2020-09-30T08:40:00Z	station_03/multisens_03	Temperature	28.99
2020-09-30T08:40:00Z	station_03/multisens_03	Relative Humidity	35.68
2020-09-30T09:37:00Z	station_03/par_03	PAR	605
2020-09-30T09:47:00Z	station_03/multisens_03	Temperature	28.58
2020-09-30T09:49:00Z	station_03/multisens_03	Relative Humidity	36.37
2020-09-30T10:32:00Z	station_03/par_03	PAR	612
2020-09-30T11:44:00Z	station_03/multisens_03	Temperature	33.83
2020-09-30T12:21:00Z	station_03/par_03	PAR	103
2020-09-30T13:15:00Z	station_03/multisens_03	Relative Humidity	21.44
2020-09-30T13:29:00Z	station_03/multisens_03	Relative Humidity	29.6
2020-09-30T13:33:00Z	station_03/par_03	PAR	567
2020-09-30T14:11:00Z	station_03/multisens_03	Temperature	31.27
2020-09-30T15:14:00Z	station_03/par_03	PAR	196
2020-09-30T15:56:00Z	station_03/multisens_03	Temperature	34.59
2020-09-30T16:39:00Z	station_03/multisens_03	Relative Humidity	23.29
2020-09-30T17:17:00Z	station_03/multisens_03	Relative Humidity	29.45
2020-09-30T17:23:00Z	station_03/multisens_03	Temperature	33.06
2020-09-30T18:04:00Z	station_03/par_03	PAR	12
2020-09-30T18:51:00Z	station_03/par_03	PAR	0
2020-09-30T19:09:00Z	station_03/multisens_03	Temperature	26.33
2020-09-30T19:49:00Z	station_03/multisens_03	Relative Humidity	42.27
2020-09-30T20:24:00Z	station_03/par_03	PAR	0
2020-09-30T20:39:00Z	station_03/multisens_03	Temperature	27.05
2020-09-30T21:35:00Z	station_03/multisens_03	Relative Humidity	41.64
2020-09-30T21:59:00Z	station_03/par_03	PAR	0
2020-09-07T22:23:00Z	station_04/multisens_04	Temperature	24.7
2020-09-07T23:23:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-07T23:23:00Z	station_04/par_04	PAR	0
2020-09-08T00:33:00Z	station_04/multisens_04	Temperature	23.86
2020-09-08T02:02:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-08T04:10:00Z	station_04/multisens_04	Temperature	23.82
2020-09-08T04:37:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-08T04:37:00Z	station_04/par_04	PAR	0
2020-09-08T06:54:00Z	station_04/multisens_04	Temperature	23.21
2020-09-08T06:54:00Z	station_04/par_04	PAR	9
2020-09-08T08:19:00Z	station_04/multisens_04	Temperature	25.04
2020-09-08T09:41:00Z	station_04/par_04	PAR	447
2020-09-08T09:51:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-08T12:10:00Z	station_04/par_04	PAR	734
2020-09-08T12:12:00Z	station_04/multisens_04	Relative Humidity	45.01
2020-09-08T12:23:00Z	station_04/multisens_04	Temperature	33.96
2020-09-08T15:01:00Z	station_04/par_04	PAR	886
2020-09-08T15:05:00Z	station_04/multisens_04	Temperature	39.78
2020-09-08T15:05:00Z	station_04/multisens_04	Relative Humidity	28.95
2020-09-08T15:27:00Z	station_04/par_04	PAR	132
2020-09-08T16:26:00Z	station_04/multisens_04	Relative Humidity	27.7
2020-09-08T16:27:00Z	station_04/multisens_04	Temperature	39
2020-09-08T18:00:00Z	station_04/multisens_04	Temperature	31.85
2020-09-08T18:34:00Z	station_04/multisens_04	Relative Humidity	43.6
2020-09-08T19:03:00Z	station_04/par_04	PAR	0
2020-09-08T20:40:00Z	station_04/multisens_04	Temperature	21.67
2020-09-08T20:40:00Z	station_04/par_04	PAR	54
2020-09-08T21:51:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-08T23:25:00Z	station_04/par_04	PAR	0
2020-09-08T23:37:00Z	station_04/multisens_04	Temperature	24.47
2020-09-09T00:46:00Z	station_04/multisens_04	Relative Humidity	90.65
2020-09-09T02:09:00Z	station_04/multisens_04	Relative Humidity	98.79
2020-09-09T04:40:00Z	station_04/multisens_04	Temperature	22.19
2020-09-09T04:45:00Z	station_04/par_04	PAR	0
2020-09-09T07:05:00Z	station_04/multisens_04	Temperature	22.43
2020-09-09T07:09:00Z	station_04/par_04	PAR	25
2020-09-09T07:23:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-09T08:17:00Z	station_04/multisens_04	Relative Humidity	99.79
2020-09-09T09:37:00Z	station_04/multisens_04	Temperature	27.31
2020-09-09T09:41:00Z	station_04/par_04	PAR	457
2020-09-09T11:54:00Z	station_04/multisens_04	Temperature	33.91
2020-09-09T11:54:00Z	station_04/multisens_04	Relative Humidity	38.76
2020-09-09T12:09:00Z	station_04/par_04	PAR	683
2020-09-09T15:02:00Z	station_04/par_04	PAR	918
2020-09-09T15:08:00Z	station_04/multisens_04	Temperature	40.9
2020-09-09T15:09:00Z	station_04/multisens_04	Relative Humidity	23.69
2020-09-09T15:25:00Z	station_04/par_04	PAR	415
2020-09-09T16:28:00Z	station_04/multisens_04	Temperature	39.42
2020-09-09T16:36:00Z	station_04/multisens_04	Relative Humidity	26.18
2020-09-09T18:25:00Z	station_04/par_04	PAR	25
2020-09-09T20:36:00Z	station_04/multisens_04	Temperature	25.88
2020-09-09T20:38:00Z	station_04/multisens_04	Relative Humidity	70.71
2020-09-09T20:59:00Z	station_04/par_04	PAR	0
2020-09-09T23:10:00Z	station_04/multisens_04	Temperature	23.74
2020-09-09T23:10:00Z	station_04/multisens_04	Relative Humidity	83.37
2020-09-09T23:45:00Z	station_04/par_04	PAR	0
2020-09-10T01:06:00Z	station_04/multisens_04	Relative Humidity	60.21
2020-09-10T01:10:00Z	station_04/multisens_04	Temperature	23.96
2020-09-10T02:51:00Z	station_04/multisens_04	Temperature	22.9
2020-09-10T03:01:00Z	station_04/multisens_04	Relative Humidity	98.72
2020-09-10T04:51:00Z	station_04/par_04	PAR	0
2020-09-10T06:55:00Z	station_04/multisens_04	Temperature	21.33
2020-09-10T07:10:00Z	station_04/par_04	PAR	25
2020-09-10T07:38:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-10T09:27:00Z	station_04/multisens_04	Temperature	29.47
2020-09-10T09:42:00Z	station_04/par_04	PAR	451
2020-09-10T09:44:00Z	station_04/multisens_04	Relative Humidity	48.67
2020-09-10T12:32:00Z	station_04/multisens_04	Relative Humidity	31.38
2020-09-10T12:35:00Z	station_04/multisens_04	Temperature	35.92
2020-09-10T12:58:00Z	station_04/par_04	PAR	177
2020-09-10T14:17:00Z	station_04/multisens_04	Relative Humidity	38.69
2020-09-10T14:56:00Z	station_04/par_04	PAR	918
2020-09-10T15:22:00Z	station_04/multisens_04	Temperature	39.11
2020-09-10T15:53:00Z	station_04/par_04	PAR	93
2020-09-10T17:45:00Z	station_04/multisens_04	Temperature	21.32
2020-09-10T17:45:00Z	station_04/multisens_04	Relative Humidity	93.65
2020-09-10T18:39:00Z	station_04/multisens_04	Temperature	31.66
2020-09-10T18:39:00Z	station_04/multisens_04	Relative Humidity	36.39
2020-09-10T18:59:00Z	station_04/par_04	PAR	0
2020-09-10T21:23:00Z	station_04/par_04	PAR	0
2020-09-10T21:47:00Z	station_04/multisens_04	Temperature	25.73
2020-09-10T21:47:00Z	station_04/multisens_04	Relative Humidity	70.95
2020-09-11T00:05:00Z	station_04/par_04	PAR	0
2020-09-11T00:25:00Z	station_04/multisens_04	Relative Humidity	96.42
2020-09-11T01:25:00Z	station_04/multisens_04	Temperature	22.76
2020-09-11T02:44:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-11T04:05:00Z	station_04/multisens_04	Temperature	21.75
2020-09-11T05:12:00Z	station_04/par_04	PAR	0
2020-09-11T07:02:00Z	station_04/multisens_04	Temperature	21.55
2020-09-11T07:31:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-11T07:56:00Z	station_04/par_04	PAR	54
2020-09-11T07:57:00Z	station_04/multisens_04	Temperature	25.21
2020-09-11T09:32:00Z	station_04/multisens_04	Relative Humidity	50.93
2020-09-11T09:35:00Z	station_04/par_04	PAR	425
2020-09-11T12:52:00Z	station_04/multisens_04	Relative Humidity	30.51
2020-09-11T13:20:00Z	station_04/par_04	PAR	112
2020-09-11T13:29:00Z	station_04/multisens_04	Temperature	36.53
2020-09-11T14:36:00Z	station_04/par_04	PAR	1060
2020-09-14T22:03:00Z	station_04/par_04	PAR	0
2020-09-14T22:48:00Z	station_04/multisens_04	Relative Humidity	88.19
2020-09-14T23:22:00Z	station_04/multisens_04	Temperature	24.31
2020-09-15T00:50:00Z	station_04/par_04	PAR	0
2020-09-15T01:20:00Z	station_04/multisens_04	Temperature	22.82
2020-09-15T01:49:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-15T05:27:00Z	station_04/multisens_04	Temperature	22.83
2020-09-15T05:27:00Z	station_04/multisens_04	Relative Humidity	95.88
2020-09-15T06:21:00Z	station_04/par_04	PAR	0
2020-09-15T07:16:00Z	station_04/multisens_04	Temperature	23.69
2020-09-15T07:53:00Z	station_04/par_04	PAR	161
2020-09-15T08:14:00Z	station_04/multisens_04	Relative Humidity	55.74
2020-09-15T11:09:00Z	station_04/par_04	PAR	409
2020-09-15T15:27:00Z	station_04/multisens_04	Temperature	37.56
2020-09-15T15:27:00Z	station_04/multisens_04	Relative Humidity	25.38
2020-09-15T17:12:00Z	station_04/multisens_04	Temperature	29.82
2020-09-15T18:15:00Z	station_04/par_04	PAR	22
2020-09-15T18:36:00Z	station_04/multisens_04	Relative Humidity	58.77
2020-09-15T19:22:00Z	station_04/par_04	PAR	0
2020-09-15T20:08:00Z	station_04/multisens_04	Relative Humidity	93.14
2020-09-15T20:51:00Z	station_04/multisens_04	Temperature	26.15
2020-09-15T21:40:00Z	station_04/par_04	PAR	0
2020-09-15T21:41:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-15T22:15:00Z	station_04/multisens_04	Temperature	22.84
2020-09-16T00:00:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-16T00:00:00Z	station_04/par_04	PAR	0
2020-09-16T00:21:00Z	station_04/multisens_04	Temperature	21.34
2020-09-16T02:19:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-16T03:21:00Z	station_04/multisens_04	Temperature	20.71
2020-09-16T04:43:00Z	station_04/par_04	PAR	0
2020-09-16T06:20:00Z	station_04/multisens_04	Temperature	20.62
2020-09-16T06:57:00Z	station_04/par_04	PAR	6
2020-09-16T07:16:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-16T08:43:00Z	station_04/multisens_04	Temperature	36.31
2020-09-16T08:43:00Z	station_04/multisens_04	Relative Humidity	36.89
2020-09-16T08:43:00Z	station_04/par_04	PAR	850
2020-09-16T09:31:00Z	station_04/multisens_04	Temperature	26.91
2020-09-16T09:31:00Z	station_04/multisens_04	Relative Humidity	78.25
2020-09-16T09:31:00Z	station_04/par_04	PAR	206
2020-09-16T11:57:00Z	station_04/multisens_04	Relative Humidity	37.04
2020-09-16T12:28:00Z	station_04/multisens_04	Temperature	34.39
2020-09-16T14:05:00Z	station_04/par_04	PAR	654
2020-09-16T14:43:00Z	station_04/par_04	PAR	157
2020-09-16T15:30:00Z	station_04/multisens_04	Temperature	38.23
2020-09-16T16:51:00Z	station_04/multisens_04	Relative Humidity	36.54
2020-09-16T17:00:00Z	station_04/par_04	PAR	212
2020-09-16T17:36:00Z	station_04/multisens_04	Temperature	31.86
2020-09-16T22:35:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-17T00:14:00Z	station_04/par_04	PAR	0
2020-09-17T00:15:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-17T01:23:00Z	station_04/multisens_04	Temperature	23.42
2020-09-17T02:44:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-17T02:54:00Z	station_04/multisens_04	Temperature	24.44
2020-09-17T05:26:00Z	station_04/par_04	PAR	0
2020-09-17T06:54:00Z	station_04/multisens_04	Temperature	23.74
2020-09-17T07:38:00Z	station_04/par_04	PAR	9
2020-09-17T07:49:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-17T08:39:00Z	station_04/multisens_04	Temperature	25
2020-09-17T09:00:00Z	station_04/multisens_04	Relative Humidity	98.65
2020-09-17T09:16:00Z	station_04/par_04	PAR	360
2020-09-17T11:02:00Z	station_04/multisens_04	Temperature	30.44
2020-09-17T11:05:00Z	station_04/multisens_04	Relative Humidity	54.85
2020-09-17T11:08:00Z	station_04/par_04	PAR	502
2020-09-17T14:22:00Z	station_04/par_04	PAR	634
2020-09-17T15:17:00Z	station_04/multisens_04	Temperature	33.97
2020-09-17T15:17:00Z	station_04/multisens_04	Relative Humidity	36.13
2020-09-17T15:56:00Z	station_04/par_04	PAR	103
2020-09-17T16:12:00Z	station_04/multisens_04	Temperature	31.25
2020-09-17T17:30:00Z	station_04/multisens_04	Relative Humidity	39.01
2020-09-17T17:55:00Z	station_04/multisens_04	Temperature	30.11
2020-09-17T18:49:00Z	station_04/par_04	PAR	0
2020-09-17T19:35:00Z	station_04/multisens_04	Relative Humidity	73.46
2020-09-17T20:22:00Z	station_04/par_04	PAR	0
2020-09-17T21:14:00Z	station_04/multisens_04	Temperature	25.65
2020-09-17T22:14:00Z	station_04/multisens_04	Relative Humidity	77.42
2020-09-17T23:02:00Z	station_04/par_04	PAR	0
2020-09-17T23:29:00Z	station_04/multisens_04	Temperature	24.65
2020-09-17T23:46:00Z	station_04/multisens_04	Relative Humidity	90.94
2020-09-18T01:21:00Z	station_04/par_04	PAR	0
2020-09-18T01:41:00Z	station_04/multisens_04	Temperature	24.12
2020-09-18T02:42:00Z	station_04/multisens_04	Relative Humidity	73.47
2020-09-18T03:51:00Z	station_04/multisens_04	Relative Humidity	80.4
2020-09-18T06:17:00Z	station_04/multisens_04	Temperature	24.15
2020-09-18T06:24:00Z	station_04/par_04	PAR	0
2020-09-18T07:53:00Z	station_04/par_04	PAR	41
2020-09-18T07:58:00Z	station_04/multisens_04	Relative Humidity	93.87
2020-09-18T08:11:00Z	station_04/multisens_04	Temperature	24.87
2020-09-18T11:23:00Z	station_04/multisens_04	Relative Humidity	49.43
2020-09-18T11:29:00Z	station_04/multisens_04	Temperature	32.8
2020-09-18T11:39:00Z	station_04/par_04	PAR	473
2020-09-18T14:20:00Z	station_04/par_04	PAR	712
2020-09-18T14:23:00Z	station_04/multisens_04	Temperature	36.76
2020-09-18T14:24:00Z	station_04/multisens_04	Relative Humidity	29.79
2020-09-18T14:58:00Z	station_04/par_04	PAR	209
2020-09-18T16:50:00Z	station_04/multisens_04	Temperature	37.94
2020-09-18T16:50:00Z	station_04/multisens_04	Relative Humidity	26.49
2020-09-18T18:45:00Z	station_04/par_04	PAR	3
2020-09-18T18:50:00Z	station_04/multisens_04	Temperature	30.29
2020-09-18T19:58:00Z	station_04/multisens_04	Relative Humidity	40.92
2020-09-18T19:58:00Z	station_04/par_04	PAR	0
2020-09-18T20:28:00Z	station_04/multisens_04	Temperature	27.78
2020-09-18T21:01:00Z	station_04/multisens_04	Relative Humidity	46.8
2020-09-18T22:20:00Z	station_04/par_04	PAR	0
2020-09-18T22:22:00Z	station_04/multisens_04	Relative Humidity	75.51
2020-09-18T23:44:00Z	station_04/multisens_04	Temperature	24.48
2020-09-19T00:48:00Z	station_04/par_04	PAR	0
2020-09-19T00:52:00Z	station_04/multisens_04	Relative Humidity	98.51
2020-09-19T02:00:00Z	station_04/multisens_04	Temperature	23.39
2020-09-19T03:11:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-19T04:17:00Z	station_04/multisens_04	Temperature	23.13
2020-09-19T05:45:00Z	station_04/par_04	PAR	0
2020-09-19T07:49:00Z	station_04/multisens_04	Temperature	22.28
2020-09-19T08:07:00Z	station_04/par_04	PAR	35
2020-09-19T08:09:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-19T08:58:00Z	station_04/multisens_04	Temperature	23.53
2020-09-19T09:13:00Z	station_04/multisens_04	Relative Humidity	99.96
2020-09-19T09:42:00Z	station_04/par_04	PAR	364
2020-09-19T11:29:00Z	station_04/multisens_04	Relative Humidity	41.12
2020-09-19T11:39:00Z	station_04/multisens_04	Temperature	33.56
2020-09-19T13:06:00Z	station_04/par_04	PAR	151
2020-09-19T14:29:00Z	station_04/par_04	PAR	831
2020-09-19T15:26:00Z	station_04/multisens_04	Relative Humidity	30.99
2020-09-19T15:30:00Z	station_04/multisens_04	Temperature	37.77
2020-09-19T15:52:00Z	station_04/multisens_04	Temperature	19.21
2020-09-19T15:52:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-19T15:52:00Z	station_04/par_04	PAR	0
2020-09-19T17:58:00Z	station_04/multisens_04	Relative Humidity	45.7
2020-09-19T17:58:00Z	station_04/par_04	PAR	38
2020-09-19T17:59:00Z	station_04/multisens_04	Temperature	31.13
2020-09-19T20:33:00Z	station_04/par_04	PAR	0
2020-09-19T20:57:00Z	station_04/multisens_04	Temperature	25.25
2020-09-19T21:02:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-19T23:02:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-19T23:02:00Z	station_04/par_04	PAR	0
2020-09-20T00:32:00Z	station_04/multisens_04	Temperature	21.83
2020-09-20T01:25:00Z	station_04/multisens_04	Temperature	21.79
2020-09-20T01:25:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-20T01:25:00Z	station_04/par_04	PAR	0
2020-09-20T05:34:00Z	station_04/multisens_04	Temperature	19.57
2020-09-20T06:11:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-20T06:11:00Z	station_04/par_04	PAR	0
2020-09-20T07:15:00Z	station_04/multisens_04	Temperature	19.32
2020-09-20T08:03:00Z	station_04/par_04	PAR	67
2020-09-20T08:30:00Z	station_04/multisens_04	Relative Humidity	100
2020-09-20T09:15:00Z	station_04/multisens_04	Relative Humidity	74.97
2020-09-20T09:40:00Z	station_04/par_04	PAR	286
2020-09-20T09:48:00Z	station_04/multisens_04	Temperature	26.8
2020-09-20T12:12:00Z	station_04/multisens_04	Temperature	32.26
2020-09-20T12:17:00Z	station_04/multisens_04	Relative Humidity	41.06
2020-09-20T13:38:00Z	station_04/par_04	PAR	157
2020-09-20T13:39:00Z	station_04/multisens_04	Relative Humidity	62.39
2020-09-20T14:49:00Z	station_04/par_04	PAR	808
2020-09-20T16:08:00Z	station_04/multisens_04	Temperature	34.18
2020-09-20T17:06:00Z	station_04/multisens_04	Relative Humidity	42.9
2020-09-20T17:14:00Z	station_04/par_04	PAR	83
2020-09-20T18:38:00Z	station_04/multisens_04	Temperature	27.66
