timeNumber	timePoint	S_Height_cm_corr	S_Height_cm	wt	genotype	geno.decomp	rowId	colId	plotId
6	2020-06-27T00:00:00Z	7.04413722311483	7.01866048428648	0.5922271406493914	EPPN07_L	Line	3	9	45
6	2020-06-27T00:00:00Z	5.627530152426289	5.65461617722826	0.5920547385764172	EPPN10_L	Line	1	4	4
6	2020-06-27T00:00:00Z	6.290559940427756	6.45194744976819	0.5920547385764172	EPPN10_L	Line	2	1	19
6	2020-06-27T00:00:00Z	4.796917452953412	4.56945904173109	0.5925324048454441	EPPN20_T	Line	5	17	88
6	2020-06-27T00:00:00Z	4.4011834470392195	4.68566202988152	0.5925324048454441	EPPN20_T	Line	4	4	58
7	2020-06-28T00:00:00Z	5.065862153868191	4.91091705306545	0.6374746675033948	EPPN01_H	Hybrid	1	17	15
7	2020-06-28T00:00:00Z	4.904101680774491	4.66420917053067	0.6164996187396463	EPPN07_L	Line	5	12	83
7	2020-06-28T00:00:00Z	6.626674487716171	6.6718392581144	0.6164996187396463	EPPN07_L	Line	3	9	45
7	2020-06-28T00:00:00Z	6.146680311238899	6.09797527047916	0.6164996187381908	EPPN10_L	Line	1	4	4
7	2020-06-28T00:00:00Z	6.2988509952354494	6.28747552807834	0.6164996187381908	EPPN10_L	Line	2	1	19
7	2020-06-28T00:00:00Z	5.495014488501525	5.29528078310152	0.6164996187428028	EPPN20_T	Line	5	17	88
7	2020-06-28T00:00:00Z	4.876158827558538	5.12723338485319	0.6164996187428028	EPPN20_T	Line	4	4	58
8	2020-06-29T00:00:00Z	5.455642010886204	5.23986089644515	0.6127831874502992	EPPN01_H	Hybrid	1	17	15
8	2020-06-29T00:00:00Z	5.45074306924957	5.17371458011336	0.5927720358533508	EPPN07_L	Line	5	12	83
8	2020-06-29T00:00:00Z	7.007842559106292	6.96324059763012	0.5927720358533508	EPPN07_L	Line	3	9	45
8	2020-06-29T00:00:00Z	6.68901889929603	6.58424008243176	0.5927720355361022	EPPN10_L	Line	1	4	4
8	2020-06-29T00:00:00Z	6.5578317026478095	6.42691911385886	0.5927720355361022	EPPN10_L	Line	2	1	19
8	2020-06-29T00:00:00Z	5.955188171816862	5.80478619268421	0.592772036435975	EPPN20_T	Line	5	17	88
8	2020-06-29T00:00:00Z	5.283345010764335	5.49193199381764	0.592772036435975	EPPN20_T	Line	4	4	58
9	2020-06-30T00:00:00Z	5.958312547924225	5.75830499742403	0.5779148842318068	EPPN01_H	Hybrid	1	17	15
9	2020-06-30T00:00:00Z	6.0071141481807	5.79763523956726	0.5577816441318404	EPPN07_L	Line	5	12	83
9	2020-06-30T00:00:00Z	7.220148278792839	7.29218444100982	0.5577816441318404	EPPN07_L	Line	3	9	45
9	2020-06-30T00:00:00Z	7.045251706600083	6.95251416795469	0.5577816441318241	EPPN10_L	Line	1	4	4
9	2020-06-30T00:00:00Z	6.694168033550784	6.46624935600209	0.5577816441318241	EPPN10_L	Line	2	1	19
9	2020-06-30T00:00:00Z	6.350163472926051	6.16233384853171	0.5577816441318767	EPPN20_T	Line	5	17	88
9	2020-06-30T00:00:00Z	5.559014983028703	5.73863987635242	0.5577816441318767	EPPN20_T	Line	4	4	58
10	2020-07-01T00:00:00Z	6.437340133791851	6.13909325090162	0.5165210762040953	EPPN01_H	Hybrid	1	17	15
10	2020-07-01T00:00:00Z	5.9064980059253775	5.71182380216386	0.49972926822073854	EPPN07_L	Line	5	12	83
10	2020-07-01T00:00:00Z	7.5300712335478215	7.57285935085011	0.49972926822073854	EPPN07_L	Line	3	9	45
10	2020-07-01T00:00:00Z	7.112522233171816	7.04547655847504	0.499729268220739	EPPN10_L	Line	1	4	4
10	2020-07-01T00:00:00Z	6.576812496150264	6.30714064914995	0.499729268220739	EPPN10_L	Line	2	1	19
10	2020-07-01T00:00:00Z	6.493747792647593	6.35540958268936	0.4997292682207388	EPPN20_T	Line	5	17	88
10	2020-07-01T00:00:00Z	6.336820261273446	6.50379185986607	0.4997292682207388	EPPN20_T	Line	4	4	58
11	2020-07-02T00:00:00Z	7.092719536101302	6.62178258629575	0.5440509980860807	EPPN01_H	Hybrid	1	17	15
11	2020-07-02T00:00:00Z	6.412302287669847	6.10333848531687	0.5197518068312109	EPPN07_L	Line	5	12	83
11	2020-07-02T00:00:00Z	7.978891235379432	7.98761463163321	0.5197518068312109	EPPN07_L	Line	3	9	45
11	2020-07-02T00:00:00Z	7.0928172467046755	7.1008964451314	0.5197518068312108	EPPN10_L	Line	1	4	4
11	2020-07-02T00:00:00Z	6.514133026345827	6.28926326635757	0.5197518068312108	EPPN10_L	Line	2	1	19
11	2020-07-02T00:00:00Z	7.16495652057057	7.04726429675428	0.5197518068312108	EPPN20_T	Line	5	17	88
11	2020-07-02T00:00:00Z	6.880524601570953	7.1151983513653	0.5197518068312108	EPPN20_T	Line	4	4	58
12	2020-07-04T00:00:00Z	9.088281888390101	8.45063884595573	0.41776545834341394	EPPN01_H	Hybrid	1	17	15
12	2020-07-04T00:00:00Z	7.768767031778536	7.5388923235446	0.38952994171073235	EPPN07_L	Line	5	12	83
12	2020-07-04T00:00:00Z	9.193899335401271	9.17109737248845	0.38952994171073235	EPPN07_L	Line	3	9	45
12	2020-07-04T00:00:00Z	7.005888770848873	6.87027820710976	0.3895299298219873	EPPN10_L	Line	1	4	4
12	2020-07-04T00:00:00Z	7.64004070939995	7.30291087068524	0.3895299298219873	EPPN10_L	Line	2	1	19
12	2020-07-04T00:00:00Z	9.331390399323036	9.28372488408041	0.38952997049170196	EPPN20_T	Line	5	17	88
12	2020-07-04T00:00:00Z	8.087630077309207	8.31477073673368	0.38952997049170196	EPPN20_T	Line	4	4	58
13	2020-07-05T00:00:00Z	10.097293478896733	9.29802679031431	0.33236925183265614	EPPN01_H	Hybrid	1	17	15
13	2020-07-05T00:00:00Z	8.119380262003226	7.91610510046371	0.3097305396140209	EPPN07_L	Line	5	12	83
13	2020-07-05T00:00:00Z	9.676873629406918	9.61445646573935	0.3097305396140209	EPPN07_L	Line	3	9	45
13	2020-07-05T00:00:00Z	8.344102403535226	8.18962905718705	0.3097305396140211	EPPN10_L	Line	2	1	19
13	2020-07-05T00:00:00Z	9.888799183078193	9.94876352395676	0.30973053961402097	EPPN20_T	Line	5	17	88
13	2020-07-05T00:00:00Z	8.610940073067011	8.7259505409583	0.30973053961402097	EPPN20_T	Line	4	4	58
